city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall 
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10.8oz Chop Caesar Kit  Product UPC 071430000847  Marketside 11.3oz Chopped Caesar Kit  Product UPC 681131148320,Potential Listeria monocytogenes
Newark,NJ,United States,Food,89719,Damascus Bakery LLC,60 Mcclellan St,"Damascus Bakery, Bantam Classic Bagels, 6/1.3 oz pieces per carton (7.8 oz), Paper Carton .",Undeclared Egg Allergen
Tysons Corner,VA,United States,Food,89494,"Naomi Whittel Brands, LLC",8609 Westwood Center Dr Ste 110,Simply Goodfats Creamy MCT Vanilla MCT Oil Powder 10.5 OZ  packaged White HDPE Plastic. UPC Code: 857826008648    Expiration dates:  8/31/2021  8/31/2022  2/28/2022,Undeclared milk allergen
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 10oz Leafy Romaine Salad  Product UPC 681131027816,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Twisted Chopped Asian Caesar"" (salad product) packed in 9.6oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13 oz Southwest Salad Kit / Salade du Sud-ouest  UPC: 0-71430-01711-1  SKU: 2976,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,South Texas Pullers Pull Capsules 120ct UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Walnut Creek,CA,United States,Food,89690,DEL MONTE FOODS INC,3003 Oak Rd,"Del Monte Bubble Fruit - Tropical Mixed Fruit Cup Snacks. Mixed fruit and popping boba with sweetened juice. 3.5 0z (4 pack), 6 x 4 pack sleeves per carton UPC: 24000 25236",Product being recalled due to potential metal fragment approximately 2-3mm in size.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Macro Supps ONE Greens Strawberry Kiwi 25oz Jar NO UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Advance Step-1 22oz. plastic jar and 34 oz. can.  6 units per case.    Item numbers:  6499213  6698213    Retail UPCs:   055325000808  055325001638,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese Sweet Basil Cheese Curds, retail 12oz plastic bag UPC 8 10056 75015 2, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Global Link Anabolix Rest3d Cherry Lemonade 16oz Jar UPC CODE 9 345856 004125,During an FDA investigation the firm was notified that the product contains undeclared milk.
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese 3 Pepper Cheese Curds, retail 12oz plastic bag UPC 8 10056 75020 6, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Strawberry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Spinach & Bacon"" (salad product) packed in 10.2oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 12oz Crisp Greens  Product UPC 681131355032,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Grow Young Fitness Movin' Joint Support Capsules 150ct UPC CODE 6 96550 08806 5,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12 oz  Garden Salad / Salade du Jardin  UPC: 0-71430-01135-5  SKU: 2673  Dole 2 lb  Garden Salad   UPC: 0-71430-01137-9  SKU 2504  Dole 24 oz  Value Size Garden Salad  UPC: 0-71430-01136-2  SKU 2109,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Richard Boy Fasting Boost Capsules 60ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 12oz Garden Salad Mix  Product UPC 688267184437,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Custard Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Alpha Mind Labs Alpha Sleep Capsules 80ct Bottle, UPC CODE 7 28614 77199 3",During an FDA investigation the firm was notified that the product contains undeclared milk.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Sweet Butter"" (salad product) packed in 6oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 12 oz Classic Garden   UPC: 0-11110-91036-3  SKU: 3007,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Ultimate Performance Labs Flexable Capsules 90ct Bottles UPC CODE 1 95893 4707 8,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 5oz Organic Baby Spinach & Baby Kale Clamshell  Product UPC 681131221290,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12.9oz Bacon & Bleu Chopped Kit  Product UPC 071430000304,Potential Listeria monocytogenes
Rheems,PA,United States,Food,89441,Frozen Food Development Inc,156 W Harrisburg Ave,Steamable by Lidl Chopped Spinach NET WT 12 OZ (340 g) UPC 4 056489 34380 6. Frozen product.,Possible contamination of Listeria monocytogenes in frozen chopped spinach.
El Segundo,CA,United States,Food,89320,"Relish Foods, Inc. dba Gourmet Fusion Foods",200 Center St,"10 oz. individually wrapped frozen tuna steaks;  4 servings per bag    Important: Thaw under refrigeration immediately before use.  May contain bones.  Product must be cooked prior to consumption    KEEP FROZEN AT -18 CELSIUS OR BELOW  THAW UNDER REFRIGERATION IMMEDIATELY BEFORE USE.  REMOVE FROM PLASTIC PRIOR TO THAWING.    Packed for Relish Foods, Inc.  DBA Gourmet Fusion Foods Inc. 200 Center Street, El Segundo, CA   Product of Indonesia - wild caught.  Keep frozen at 11 degrees C or below.",Elevated levels of histamines found in FDA consumer samples of frozen tuna steaks.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,DL NutritZone Genone Naturals Joint Support Capsules 150ct UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Baby Spinach"" (salad product) packed in 5oz., 6oz., 10oz., 11oz., 16oz., and 20oz. packages",potential to be contaminated with Listeria monocytogenes
Mobile,AL,United States,Food,89724,Tony's Tejas Salsa,10 Springdale Blvd,Port City Soups  Tex-Mex Chili  32oz glass mason jar  sold by individual unit,Production Process not approved for acidified foods.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,DL NutriZone Genone Brain Waves	Capsules 120ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 7oz Field Greens  Product UPC 071430009611,Potential Listeria monocytogenes
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Olive Bread (Kalamata olives), Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13.25oz Country Ranch  Product UPC 071430017302,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chef Salad Bowl"" (salad product) packed in 6.2oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Italian"" (salad product) packed in 9oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Human Project Big Dreams Capsules 120ct Bottle UPC CODE 8 60460 00194 4,During an FDA investigation the firm was notified that the product contains undeclared milk.
Detroit,MI,United States,Food,89299,MOOR HERBS,16140 W 7 Mile Rd,Moor Herbs Healthy Beauty Angel Formula packed in 16oz. plastic containers,"Product is marketed as an infant formula but the required pre-market infant formula notification for this product has not been submitted to the FDA.    Product tested by FDA was well above the maximum acceptable range for Iron, Potassium and Sodium, which could potentially lead to iron overload and/or electrolyte imbalances. In addition, the product did not have vitamin D, and a vitamin D deficiency can potentially lead to rickets, a softening and weakening of bones."
Milwaukee,WI,United States,Food,89202,"Sant' Elia Operations, LLC",7225 W Marcia Rd,"Tuna, raw sold at meat counter and wrapped in butcher paper at point of purchase.",Tuna tested above 50 ppm histamine.
Rheems,PA,United States,Food,89148,Frozen Food Development,156 W Harrisburg Ave,"Giant Eagle, Diced Green Peppers, 10 oz. poly bags and 22# cases, also poly bags and cartons, 12/10 oz. bags per case and bulk 22 lbs. bags","Frozen Food Development, Lancaster, PA is initiating a recall of Giant Eagle, Diced Green Peppers, 10 oz. poly bags and 22# cases (12/10 oz. bags per case) and bulk 22 lbs. bags because they tested positive for Listeria Monocytogenes."
Yorba Linda,CA,United States,Food,89300,Nutralliance Inc,23600 Via Del Rio,Medium Chain Triglyceride (MCT) Powder 50% from Coconut / CocoTrim packaged in 20 kilogram brown bags with plastic inner lining for bulk sale to supplement manufacturers. Exclusively Distributed by Nutralliance / Manufactured by Bio-gen Extracts Pvt. Ltd. Store tightly sealed container at room temperature away from moisture and direct sunlight.  Distributed exclusively by Nutralliance.,Undeclared allergen; milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Raw Nutrition Test Booster Capsules 240ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Presidents Choice 13 oz. Southwest Salad Kit / Le Choix du President Sud-Ouest  UPC: 0-60383-02319-5  SKU 3282,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Organic with A2 Milk Toddler Drink 23.2oz plastic jar. 4 jars per case.  Abbott Similac Organic Toddler with A2 Milk Infant Formula with Iron 20.6oz. plastic jar. 4 jars per case.      Item numbers:  67905  68104    Retail UPCs:   070074677576  070074681054,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Ginger Pickle (Fresh Allam Avakai) was packaged in white plastic pouch, net wt. 1/2KG (500 grams). No UPC.  Some packages have no firm name and some packages say Aroma Meats name but has no address.  The label is read in parts: ""***FRESH PICKLE GINGER PKL ***Ingredients: Fresh Ginger, Red Chilli, mustard powder, fenugreek***sesame oil***AROMA MEATS***"".",Product was from unapproved source.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Green & Crisp"" (salad product) packed in 11oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Live Oak Nutrition Alpha Consciousness Capsules 90ct Bottle UPC CODE 7 48528 53969 4,During an FDA investigation the firm was notified that the product contains undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Total Comfort 638g. plastic jar and 8oz. can.  6 units per case.  Abbott Similac Advance Step-2 34oz. can. 6 cans per case.    Item numbers:  6635013  6635113  6698413    Retail UPCs:   055325626602  055325626626  055325001652,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 15.5oz Family Ultimate Caesar  Product UPC 071430000830,Potential Listeria monocytogenes
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,"Fresh Creative Foods AUTUMN COUSCOUS W/ BUTTERNUT SQUASH KIT V 2/3.1875 LB UPC: 1001345432377 Item # 406627 Perishable/Keep refrigerated  Kit Components: 2/2.75 lb. tubs of autumn couscous salad, 2/4 oz. bags of pecan cranberry blend, 1/6 oz. bags of product kit.,  distributed by: Fresh Creative Foods, Vista, CA 92081",During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 9.8oz Chopped Teriyaki Pineapple Kit  UPC:0-71430-00100-4  SKU: 791,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"STEEL VEG-PRO COOKIES & CREME 100% PURE VEGAN PROTEIN NET WT. 1.43LBS (650G) Other Ingredients: Brown Rice Protein, Pea Protein Isolate, Natural Flavors, Oreo Cookie Bits Xanthian Gum, Salt, Steviol Glycoside (95%), Sucralose. MANUFACTURED EXCLUSIVELY FOR AND DISTRIBUTED BY: STEEL SUPPLEMENTS UPC 8 10005 05159 0",During an FDA investigation the firm was notified that the product contains undeclared wheat.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 8oz Bacon Ranch Crunch Kit  Product UPC 681131305440,Potential Listeria monocytogenes
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Jackfruit Mango Pickle (Fresh Panasapottu) was packaged in white plastic pouch, net wt. 1/2KG (500 grams). No UPC.    The label is read in parts: ""***FRESH PANASAPOTTU (JACKFRUIT Mango Pickle)***1/2KG (500 GMS)***"".",Product was from unapproved source.
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,"Fresh Creative Foods THAI NOODLE SALAD NO CORN BULK 2/5 LB Kroger UPC: 10013454381974 Item # 404972  Distributed by Fresh Creative Foods, Vista, CA 92081",During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Mass Nutraceuticals Brain Food Capsules 120ct Bottle UPC CODE 7 28614 77466 6,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Naturally Better 5oz Organic Baby Romaine Clamshell  Product UPC 607880203400  Nature's Promise 5oz Organic Baby Romaine Clamshell  Product UPC 688267154485,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Romaine Chopped"" (salad product) packed in 32oz. and 2lb. packages",potential to be contaminated with Listeria monocytogenes
Rancho Dominguez,CA,United States,Food,89504,"Organic By Nature, Inc.",2610 Homestead Pl,"Purim Health Brands EpiGenius Kids Chocolate: Daily Superfood 630 g pouches  Suggested Use: Mix approximately three tablespoons with 8-10 ounces of cold water. Shake vigorously or blend. For a creamier texture, mix with your favorite non-diary milk or in smoothie. This delicious rich chocolate shake can be enjoyed any time of day, as a stand alone or as a complement to any meal.  Ingredients: Proprietary Organic Vegan Protein Blend (Organic Pea Protein, Organic Hemp Protein), Proprietary Organic Anti-Oxidant Fruit & Berry Blend (Organic Apple, Organic Acerola Extract, Organic Acai, Organic Amla, Organic Black Currant, Organic Blackberry, Organic Blueberry, Organic Lemon Juice Powder, Organic Maqui Berry, Organic Pomegranate Juice Powder , Organic Raspberry, Organic Strawberry, Organic Tart Cherry), Proprietary Functional Fat Blend (Medium Chain Triglycerides Oil, Natural Vitamin E from Sunflower Oil Powder), Proprietary Algae Blend (Organic Spirulina, Organic Chlorella, Algal D (Vegan Vitamin D3)), Organic Guar Gum Soluble Fiber, Proprietary Biome Medic"" Gut Health Blend (Digestive Wheat Germ Extract Powder, Chicory Root Fiber Extract, Fulvic & Humic Acid Blend, Lactospore¿ (Bacillus coagulans 225 million CFU)), Proprietary Organic Vegetable Blend (Organic Broccoli, Organic Cabbage, Organic Carrot, Organic Kale, Organic Parsley, Organic Spinach, Organic Sweet Potato), Digezyme¿ Enzyme Blend (¿-amylase, protease, cellulase, lactase, lipase), Organic Fair Trade Cocoa Powder, Organic Flavoring, Organic Luo Han Guo Berry (Monk Fruit) Extract, Himalayan Pink Salt. DigeZyme¿ and Lactospore¿ are registered trademarks of Sabinsa Corp.  Product numbers 4600 and 4600-P65",MCT 50% powder ingredient used in production was recalled due to undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Total Comfort 12.6oz. can.  6 cans per case.    Item numbers:  6259962    Retail UPCs:   070074119953,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Cherry Almond Gorgonzola"" (salad product) packed in 13.7oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Ariana Health & Beauty Collagen Kiwi Strawberry 44oz jar UPC CODE 7 28614 78090 2,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Hearts of Romaine"" (salad product) packed in 9oz., 10oz., and 18oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Open Nutrition ProJoint Apple	Apple 2 gal jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Apricot Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Tysons Corner,VA,United States,Food,89494,"Naomi Whittel Brands, LLC",8609 Westwood Center Dr Ste 110,Simply Good Proteins Collagen Protein Hydrolyzed Protein Powder 15g Protein NET WT. 15.5oz (.97lb) 440g . UPC code: 8 5782600866 2 Packed in HDPE Plastic.    Simply Good Collagen Protein Hydrolyzed Protein Powder 25g Protein NET WT. 31.3oz (1.96lb) 888g UPC code: 8 57826008655 2 Packed in HDPE Plastic.    Expiration Date: 9/30/2021,Undeclared milk allergen
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chicken Caesar Bowl"" (salad product) packed in 5.7oz. and 5.75oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 10oz Italian Blend  Product UPC 011110910455,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Twisted Chopped Greek Caesar"" (salad product) packed in 9.3oz. packages",potential to be contaminated with Listeria monocytogenes
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Daliya Split Powder (Putnala Podi), packaged in white plastic pouch, net wt. 1/2 KG (500 gms). No UPC.  Labeled with Aroma Meats but has no address.  The label is read in parts: ""***DALIYA SPLIT POWDER (Putnala podi pdr) ***FRESH POWDERS*** 1/2KG (500gms)***AROMA MEATS***"".",Product was from unapproved source.
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Pecan Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Fresh Herb Mix"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Spinach"" (salad product) packed in 8oz., 10oz., and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese Dill Cheese Curds, retail 12oz plastic bag UPC 8 10056 75019 0, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Myoblox Contra Capsules 56ct Bottle UPC CODE 8 50001 91230 3,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 10oz Chopped Romaine  Product UPC 688267011085,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,NatFit Joint Support Capsules 90ct Bottles UPC CODE 7 28614 77347 8,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 5oz Organic Spinach Arugula Blend Clamshell  Product UPC 681131532082,Potential Listeria monocytogenes
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Baguettes, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Bread is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Columbus,OH,United States,Food,89403,Brownie Points LLC,5712 Westbourne Ave,Brownie Points  Schmurtle   2oz Packaged in food grade cellophane   only used as gift basket filler - not sold individually,Contains Statement on Label does not include all allergens - Peanuts
Garden City,NY,United States,Food,89304,Joseph Seviroli Inc.,601 Brook St,Aplenty Rotini with Plant based Bolognese Meal Kit 24oz,May contain undeclared milk
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 14oz Coleslaw  Product UPC 071430010662  Lidl 14oz Coleslaw  Product UPC 4056489151265  Little Salad Bar 14oz Coleslaw  Product UPC 4099100154887,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 16oz Shredded Iceberg  Product UPC 681131532099  Marketside 8oz Shredded Iceberg  Product UPC 681131328968,Potential Listeria monocytogenes
Mobile,AL,United States,Food,89724,Tony's Tejas Salsa,10 Springdale Blvd,Port City Soups  Alkaline Vegetable Soup  32oz glass mason jar  sold by individual unit,Production Process not approved for acidified foods.
Syracuse,NY,United States,Food,89325,G&C Food Distributors & Brokers Inc.,3407 Walters Rd,"GOUDA CHEESE; INGREDIENTS: CULTURED PASTEURIZED MILK, SALT, ENZYMES, ANNATTO COLOR; Distributed By: G&C Foods; ALLERGEN: MILK; CONTAINS: 1 BAG; Product is for Food Service Only; KEEP REFRIGERATED",Product may contain undeclared wheat.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Alimentum 400g. can.  6 cans per case.     Item numbers:  5705806    Retail UPCs:   8699548994869,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Seattle,WA,United States,Food,89537,A & E Corrales LLC,7820 S 130th St,"Saladitos With Chili, Net Weight 16 oz (1lb) with UPC 0661799748162.  The product is packaged in ultra clear sealed zip-lock plastic bag.  There is no expiry date and no lot code.",Elevated levels of lead
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Bic Nutrition Olympus Fruit Punch 64oz UPC CODE 8 60002 94601 6,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Nutronco Joint & Bone Capsules 120ct Bottle UPC CODE 8 56172 00812,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Rochester,NY,United States,Food,89633,"Wegmans Food Markets, Inc.",1500 Brooks Ave,Wegmans brand Roasted Garlic hummus; NET WT 32 OZ (2 LB) 908 g; packaged in clear plastic container with a clear plastic snap lid; Keep Refrigerated,Product may potentially contain blue plastic pieces.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 13.8oz Cherry Almond Gorgonzola Chop Kit  Product UPC 681131305167,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 6.9oz Blueberry Bliss Salad Kit  Product UPC 071430010495,Potential Listeria monocytogenes
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Mango Ginger Pickle (Fresh Mamidi Allam) was packaged in white plastic pouch, net wt. 1/2 KG (500 grams). No UPC. Labeled with Aroma Meats name but has no address.  The label is read in parts: ""***FRESH MAMIDI ALLAM ***(MANGO GINGER PICKLE)***1/2 KG (500GMS) ***"".",Product was from unapproved source.
